Data;ProdutoID;CanalID;PromocaoID;Preco;Volume;Receita;Custo
2023-01-01;21;1;1;1900,00;22;41800,00;26344,78
2023-01-01;21;2;1;1900,00;19;36100,00;24234,13
2023-01-01;21;3;1;1900,00;30;57000,00;38548,28
2023-01-01;22;1;1;2200,00;39;85800,00;53273,20
2023-01-01;22;2;1;2200,00;19;41800,00;27653,10
2023-01-01;22;3;1;2200,00;16;35200,00;22192,16
2023-01-01;23;1;1;450,00;22;9900,00;6054,32
2023-01-01;23;2;1;450,00;43;19350,00;13626,61
2023-01-01;23;3;1;450,00;29;13050,00;9649,88
2023-01-01;24;1;1;850,00;22;18700,00;12049,25
2023-01-01;24;2;1;850,00;36;30600,00;22360,00
2023-01-01;24;3;1;850,00;29;24650,00;15597,68
2023-01-01;25;1;1;1100,00;29;31900,00;23410,89
2023-01-01;25;2;1;1100,00;24;26400,00;17124,41
2023-01-01;25;3;1;1100,00;25;27500,00;20196,38
2023-01-01;26;1;1;4500,00;9;40500,00;29808,98
2023-01-01;26;2;1;4500,00;3;13500,00;8561,57
2023-01-01;26;3;1;4500,00;6;27000,00;16202,11
2023-01-01;27;1;1;2300,00;7;16100,00;11738,66
2023-01-01;27;2;1;2300,00;10;23000,00;14368,06
2023-01-01;27;3;1;2300,00;4;9200,00;6096,03
2023-01-01;28;1;1;1500,00;7;10500,00;7390,59
2023-01-01;28;2;1;1500,00;4;6000,00;3903,85
2023-01-01;28;3;1;1500,00;7;10500,00;6565,06
2023-01-01;29;1;1;600,00;18;10800,00;7134,21
2023-01-01;29;2;1;600,00;31;18600,00;11868,42
2023-01-01;29;3;1;600,00;16;9600,00;6122,57
2023-01-01;30;1;1;750,00;11;8250,00;5831,43
2023-01-01;30;2;1;750,00;16;12000,00;7712,71
2023-01-01;30;3;1;750,00;20;15000,00;9600,26
2023-01-02;1;1;1;5800,00;6;34800,00;23503,98
2023-01-02;1;2;1;5800,00;12;69600,00;42105,05
2023-01-02;1;3;1;5800,00;16;92800,00;68323,06
2023-01-02;2;1;1;4700,00;7;32900,00;23099,28
2023-01-02;2;2;1;4700,00;10;47000,00;31650,64
2023-01-02;2;3;1;4700,00;16;75200,00;51356,63
2023-01-02;3;1;1;3800,00;11;41800,00;29294,29
2023-01-02;3;2;1;3800,00;18;68400,00;44832,65
2023-01-02;3;3;1;3800,00;4;15200,00;10780,33
2023-01-02;4;1;1;1900,00;12;22800,00;15288,43
2023-01-02;4;2;1;1900,00;7;13300,00;9243,89
2023-01-02;4;3;1;1900,00;12;22800,00;16472,20
2023-01-02;5;1;1;1400,00;20;28000,00;20308,27
2023-01-02;5;2;1;1400,00;19;26600,00;17987,71
2023-01-02;5;3;1;1400,00;16;22400,00;13577,00
2023-01-02;6;1;1;3200,00;8;25600,00;16611,68
2023-01-02;6;2;1;3200,00;9;28800,00;17351,66
2023-01-02;6;3;1;3200,00;5;16000,00;11542,80
2023-01-02;7;1;1;1700,00;8;13600,00;9476,15
2023-01-02;7;2;1;1700,00;9;15300,00;11338,50
2023-01-02;7;3;1;1700,00;9;15300,00;10067,56
2023-01-02;8;1;1;6200,00;6;37200,00;26994,42
2023-01-02;8;2;1;6200,00;18;111600,00;72669,45
2023-01-02;8;3;1;6200,00;10;62000,00;39144,37
2023-01-02;9;1;1;9500,00;8;76000,00;55601,67
2023-01-02;9;2;1;9500,00;4;38000,00;24102,74
2023-01-02;9;3;1;9500,00;2;19000,00;14199,18
2023-01-02;10;1;1;7200,00;5;36000,00;24460,11
2023-01-02;10;2;1;7200,00;3;21600,00;16187,86
2023-01-02;10;3;1;7200,00;5;36000,00;26444,97
2023-01-02;11;1;1;4000,00;6;24000,00;17577,49
2023-01-02;11;2;1;4000,00;9;36000,00;23430,76
2023-01-02;11;3;1;4000,00;3;12000,00;8460,64
2023-01-02;12;1;1;3000,00;4;12000,00;8741,38
2023-01-02;12;2;1;3000,00;8;24000,00;17207,55
2023-01-02;12;3;1;3000,00;4;12000,00;7351,45
2023-01-02;13;1;1;3400,00;5;17000,00;12491,31
2023-01-02;13;2;1;3400,00;6;20400,00;14016,90
2023-01-02;13;3;1;3400,00;5;17000,00;12597,34
2023-01-02;14;1;1;3500,00;2;7000,00;4205,31
2023-01-02;14;2;1;3500,00;8;28000,00;19104,68
2023-01-02;14;3;1;3500,00;5;17500,00;11677,11
2023-01-02;15;1;1;7800,00;6;46800,00;29654,37
2023-01-02;15;2;1;7800,00;2;15600,00;9402,30
2023-01-02;15;3;1;7800,00;5;39000,00;25303,59
2023-01-02;16;1;1;4200,00;4;16800,00;11003,50
2023-01-02;16;2;1;4200,00;3;12600,00;8802,89
2023-01-02;16;3;1;4200,00;0;0,00;0,00
2023-01-02;17;1;1;6200,00;3;18600,00;12185,93
2023-01-02;17;2;1;6200,00;6;37200,00;25036,02
2023-01-02;17;3;1;6200,00;2;12400,00;8247,97
2023-01-02;18;1;1;5500,00;5;27500,00;18573,38
2023-01-02;18;2;1;5500,00;4;22000,00;15407,45
2023-01-02;18;3;1;5500,00;0;0,00;0,00
2023-01-02;19;1;1;1800,00;5;9000,00;6073,91
2023-01-02;19;2;1;1800,00;4;7200,00;4346,26
2023-01-02;19;3;1;1800,00;0;0,00;0,00
2023-01-02;20;1;1;3000,00;4;12000,00;8892,83
2023-01-02;20;2;1;3000,00;6;18000,00;11554,81
2023-01-02;20;3;1;3000,00;2;6000,00;4272,95
2023-01-02;21;1;1;1900,00;14;26600,00;19663,99
2023-01-02;21;2;1;1900,00;31;58900,00;40223,68
2023-01-02;21;3;1;1900,00;32;60800,00;45268,21
2023-01-02;22;1;1;2200,00;10;22000,00;13448,64
2023-01-02;22;2;1;2200,00;45;99000,00;65118,70
2023-01-02;22;3;1;2200,00;25;55000,00;35214,92
2023-01-02;23;1;1;450,00;12;5400,00;3377,29
2023-01-02;23;2;1;450,00;40;18000,00;11865,67
2023-01-02;23;3;1;450,00;24;10800,00;7607,57
2023-01-02;24;1;1;850,00;17;14450,00;8822,63
2023-01-02;24;2;1;850,00;32;27200,00;18829,23
2023-01-02;24;3;1;850,00;24;20400,00;13337,46
2023-01-02;25;1;1;1100,00;40;44000,00;29820,98
2023-01-02;25;2;1;1100,00;13;14300,00;9271,87
2023-01-02;25;3;1;1100,00;13;14300,00;10075,10
2023-01-02;26;1;1;4500,00;5;22500,00;15892,57
2023-01-02;26;2;1;4500,00;10;45000,00;28981,74
2023-01-02;26;3;1;4500,00;7;31500,00;20883,46
2023-01-02;27;1;1;2300,00;4;9200,00;6716,56
2023-01-02;27;2;1;2300,00;8;18400,00;11265,20
2023-01-02;27;3;1;2300,00;7;16100,00;10871,16
2023-01-02;28;1;1;1500,00;7;10500,00;6605,98
2023-01-02;28;2;1;1500,00;12;18000,00;12695,31
2023-01-02;28;3;1;1500,00;8;12000,00;7291,38
2023-01-02;29;1;1;600,00;28;16800,00;10931,75
2023-01-02;29;2;1;600,00;13;7800,00;4789,96
2023-01-02;29;3;1;600,00;22;13200,00;8841,88
2023-01-02;30;1;1;750,00;26;19500,00;11809,24
2023-01-02;30;2;1;750,00;18;13500,00;8714,11
2023-01-02;30;3;1;750,00;16;12000,00;7428,71
2023-01-03;1;1;1;5800,00;5;29000,00;21001,23
2023-01-03;1;2;1;5800,00;19;110200,00;69687,52
2023-01-03;1;3;1;5800,00;7;40600,00;27144,74
2023-01-03;2;1;1;4700,00;10;47000,00;28564,36
2023-01-03;2;2;1;4700,00;9;42300,00;27990,04
2023-01-03;2;3;1;4700,00;5;23500,00;16346,94
2023-01-03;3;1;1;3800,00;8;30400,00;18845,32
2023-01-03;3;2;1;3800,00;7;26600,00;18020,04
2023-01-03;3;3;1;3800,00;14;53200,00;32247,72
2023-01-03;4;1;1;1900,00;12;22800,00;14606,25
2023-01-03;4;2;1;1900,00;19;36100,00;25688,99
2023-01-03;4;3;1;1900,00;11;20900,00;12619,47
2023-01-03;5;1;1;1400,00;9;12600,00;7712,85
2023-01-03;5;2;1;1400,00;22;30800,00;21695,40
2023-01-03;5;3;1;1400,00;7;9800,00;5965,54
2023-01-03;6;1;1;3200,00;14;44800,00;27931,26
2023-01-03;6;2;1;3200,00;7;22400,00;14245,69
2023-01-03;6;3;1;3200,00;8;25600,00;18104,05
2023-01-03;7;1;1;1700,00;12;20400,00;15099,92
2023-01-03;7;2;1;1700,00;6;10200,00;7580,94
2023-01-03;7;3;1;1700,00;8;13600,00;9500,51
2023-01-03;8;1;1;6200,00;9;55800,00;38600,10
2023-01-03;8;2;1;6200,00;13;80600,00;48936,89
2023-01-03;8;3;1;6200,00;11;68200,00;44561,60
2023-01-03;9;1;1;9500,00;6;57000,00;35227,41
2023-01-03;9;2;1;9500,00;7;66500,00;41057,82
2023-01-03;9;3;1;9500,00;4;38000,00;23336,69
2023-01-03;10;1;1;7200,00;7;50400,00;36707,28
2023-01-03;10;2;1;7200,00;6;43200,00;27056,14
2023-01-03;10;3;1;7200,00;2;14400,00;10288,87
2023-01-03;11;1;1;4000,00;6;24000,00;16104,50
2023-01-03;11;2;1;4000,00;2;8000,00;5357,61
2023-01-03;11;3;1;4000,00;4;16000,00;10556,41
2023-01-03;12;1;1;3000,00;3;9000,00;6681,35
2023-01-03;12;2;1;3000,00;6;18000,00;10922,32
2023-01-03;12;3;1;3000,00;6;18000,00;10841,32
2023-01-03;13;1;1;3400,00;4;13600,00;9186,40
2023-01-03;13;2;1;3400,00;2;6800,00;4630,16
2023-01-03;13;3;1;3400,00;4;13600,00;8492,39
2023-01-03;14;1;1;3500,00;8;28000,00;20765,86
2023-01-03;14;2;1;3500,00;6;21000,00;14445,19
2023-01-03;14;3;1;3500,00;3;10500,00;7561,50
2023-01-03;15;1;1;7800,00;5;39000,00;25670,79
2023-01-03;15;2;1;7800,00;6;46800,00;28982,07
2023-01-03;15;3;1;7800,00;4;31200,00;21273,49
2023-01-03;16;1;1;4200,00;5;21000,00;14571,71
2023-01-03;16;2;1;4200,00;1;4200,00;3125,55
2023-01-03;16;3;1;4200,00;1;4200,00;2650,21
2023-01-03;17;1;1;6200,00;5;31000,00;18922,53
2023-01-03;17;2;1;6200,00;2;12400,00;7512,47
2023-01-03;17;3;1;6200,00;1;6200,00;4355,20
2023-01-03;18;1;1;5500,00;1;5500,00;3840,97
2023-01-03;18;2;1;5500,00;6;33000,00;23982,13
2023-01-03;18;3;1;5500,00;1;5500,00;3581,02
2023-01-03;19;1;1;1800,00;3;5400,00;3468,30
2023-01-03;19;2;1;1800,00;4;7200,00;5068,32
2023-01-03;19;3;1;1800,00;1;1800,00;1249,81
2023-01-03;20;1;1;3000,00;5;15000,00;9088,17
2023-01-03;20;2;1;3000,00;1;3000,00;2161,57
2023-01-03;20;3;1;3000,00;0;0,00;0,00
2023-01-03;21;1;1;1900,00;14;26600,00;18954,95
2023-01-03;21;2;1;1900,00;14;26600,00;19912,12
2023-01-03;21;3;1;1900,00;20;38000,00;23527,83
2023-01-03;22;1;1;2200,00;26;57200,00;40981,62
2023-01-03;22;2;1;2200,00;39;85800,00;62639,79
2023-01-03;22;3;1;2200,00;11;24200,00;15386,11
2023-01-03;23;1;1;450,00;32;14400,00;10261,88
2023-01-03;23;2;1;450,00;40;18000,00;11443,24
2023-01-03;23;3;1;450,00;31;13950,00;10258,59
2023-01-03;24;1;1;850,00;39;33150,00;22359,15
2023-01-03;24;2;1;850,00;40;34000,00;22032,25
2023-01-03;24;3;1;850,00;28;23800,00;14636,95
2023-01-03;25;1;1;1100,00;13;14300,00;8603,25
2023-01-03;25;2;1;1100,00;21;23100,00;16795,35
2023-01-03;25;3;1;1100,00;14;15400,00;9977,61
2023-01-03;26;1;1;4500,00;8;36000,00;25254,56
2023-01-03;26;2;1;4500,00;7;31500,00;21609,49
2023-01-03;26;3;1;4500,00;7;31500,00;19293,52
2023-01-03;27;1;1;2300,00;7;16100,00;10368,10
2023-01-03;27;2;1;2300,00;3;6900,00;4713,08
2023-01-03;27;3;1;2300,00;5;11500,00;8197,85
2023-01-03;28;1;1;1500,00;9;13500,00;9682,12
2023-01-03;28;2;1;1500,00;10;15000,00;9205,21
2023-01-03;28;3;1;1500,00;3;4500,00;3357,62
2023-01-03;29;1;1;600,00;23;13800,00;9417,52
2023-01-03;29;2;1;600,00;16;9600,00;6821,33
2023-01-03;29;3;1;600,00;16;9600,00;6776,40
2023-01-03;30;1;1;750,00;24;18000,00;11186,08
2023-01-03;30;2;1;750,00;22;16500,00;11971,49
2023-01-03;30;3;1;750,00;20;15000,00;9227,53
2023-01-04;1;1;1;5800,00;11;63800,00;42357,70
2023-01-04;1;2;1;5800,00;14;81200,00;49606,25
2023-01-04;1;3;1;5800,00;4;23200,00;17023,80
2023-01-04;2;1;1;4700,00;6;28200,00;17264,11
2023-01-04;2;2;1;4700,00;10;47000,00;29844,26
2023-01-04;2;3;1;4700,00;9;42300,00;27754,75
2023-01-04;3;1;1;3800,00;5;19000,00;13909,03
2023-01-04;3;2;1;3800,00;6;22800,00;16919,59
2023-01-04;3;3;1;3800,00;10;38000,00;26173,77
2023-01-04;4;1;1;1900,00;8;15200,00;9977,87
2023-01-04;4;2;1;1900,00;22;41800,00;28100,05
2023-01-04;4;3;1;1900,00;12;22800,00;15589,74
2023-01-04;5;1;1;1400,00;15;21000,00;13383,48
2023-01-04;5;2;1;1400,00;8;11200,00;6906,81
2023-01-04;5;3;1;1400,00;5;7000,00;4466,37
2023-01-04;6;1;1;3200,00;6;19200,00;12869,74
2023-01-04;6;2;1;3200,00;16;51200,00;36410,68
2023-01-04;6;3;1;3200,00;9;28800,00;17787,71
2023-01-04;7;1;1;1700,00;13;22100,00;15727,06
2023-01-04;7;2;1;1700,00;8;13600,00;9350,07
2023-01-04;7;3;1;1700,00;14;23800,00;15708,80
2023-01-04;8;1;1;6200,00;16;99200,00;63771,40
2023-01-04;8;2;1;6200,00;14;86800,00;58959,38
2023-01-04;8;3;1;6200,00;7;43400,00;32310,58
2023-01-04;9;1;1;9500,00;5;47500,00;35467,54
2023-01-04;9;2;1;9500,00;7;66500,00;40330,52
2023-01-04;9;3;1;9500,00;4;38000,00;23047,38
2023-01-04;10;1;1;7200,00;6;43200,00;32354,41
2023-01-04;10;2;1;7200,00;7;50400,00;32152,61
2023-01-04;10;3;1;7200,00;3;21600,00;16100,54
2023-01-04;11;1;1;4000,00;3;12000,00;7499,19
2023-01-04;11;2;1;4000,00;2;8000,00;5634,90
2023-01-04;11;3;1;4000,00;6;24000,00;17984,99
2023-01-04;12;1;1;3000,00;7;21000,00;14440,59
2023-01-04;12;2;1;3000,00;9;27000,00;16384,06
2023-01-04;12;3;1;3000,00;4;12000,00;8925,66
2023-01-04;13;1;1;3400,00;7;23800,00;15906,69
2023-01-04;13;2;1;3400,00;6;20400,00;13267,12
2023-01-04;13;3;1;3400,00;2;6800,00;4271,88
2023-01-04;14;1;1;3500,00;3;10500,00;6911,52
2023-01-04;14;2;1;3500,00;6;21000,00;14438,52
2023-01-04;14;3;1;3500,00;4;14000,00;9156,72
2023-01-04;15;1;1;7800,00;5;39000,00;29169,33
2023-01-04;15;2;1;7800,00;8;62400,00;37742,48
2023-01-04;15;3;1;7800,00;1;7800,00;5042,15
2023-01-04;16;1;1;4200,00;4;16800,00;11599,01
2023-01-04;16;2;1;4200,00;6;25200,00;15623,44
2023-01-04;16;3;1;4200,00;2;8400,00;6076,40
2023-01-04;17;1;1;6200,00;2;12400,00;8214,95
2023-01-04;17;2;1;6200,00;6;37200,00;25742,86
2023-01-04;17;3;1;6200,00;1;6200,00;3796,96
2023-01-04;18;1;1;5500,00;2;11000,00;7510,12
2023-01-04;18;2;1;5500,00;6;33000,00;19930,52
2023-01-04;18;3;1;5500,00;0;0,00;0,00
2023-01-04;19;1;1;1800,00;2;3600,00;2693,13
2023-01-04;19;2;1;1800,00;1;1800,00;1181,72
2023-01-04;19;3;1;1800,00;1;1800,00;1182,84
2023-01-04;20;1;1;3000,00;3;9000,00;6536,86
2023-01-04;20;2;1;3000,00;6;18000,00;10971,48
2023-01-04;20;3;1;3000,00;0;0,00;0,00
2023-01-04;21;1;1;1900,00;10;19000,00;11438,97
2023-01-04;21;2;1;1900,00;38;72200,00;52684,94
2023-01-04;21;3;1;1900,00;20;38000,00;25845,77
2023-01-04;22;1;1;2200,00;14;30800,00;23084,46
2023-01-04;22;2;1;2200,00;36;79200,00;54471,58
2023-01-04;22;3;1;2200,00;24;52800,00;39162,54
2023-01-04;23;1;1;450,00;19;8550,00;5614,59
2023-01-04;23;2;1;450,00;36;16200,00;10814,82
2023-01-04;23;3;1;450,00;18;8100,00;5165,50
2023-01-04;24;1;1;850,00;22;18700,00;12920,32
2023-01-04;24;2;1;850,00;46;39100,00;28610,76
2023-01-04;24;3;1;850,00;13;11050,00;7654,55
2023-01-04;25;1;1;1100,00;37;40700,00;26060,25
2023-01-04;25;2;1;1100,00;19;20900,00;14645,38
2023-01-04;25;3;1;1100,00;8;8800,00;5908,60
2023-01-04;26;1;1;4500,00;5;22500,00;15255,55
2023-01-04;26;2;1;4500,00;7;31500,00;22757,42
2023-01-04;26;3;1;4500,00;4;18000,00;12314,53
2023-01-04;27;1;1;2300,00;8;18400,00;13225,42
2023-01-04;27;2;1;2300,00;3;6900,00;4278,71
2023-01-04;27;3;1;2300,00;7;16100,00;10675,59
2023-01-04;28;1;1;1500,00;7;10500,00;7276,99
2023-01-04;28;2;1;1500,00;4;6000,00;4324,54
2023-01-04;28;3;1;1500,00;7;10500,00;6514,79
2023-01-04;29;1;1;600,00;11;6600,00;4307,08
2023-01-04;29;2;1;600,00;13;7800,00;5424,87
2023-01-04;29;3;1;600,00;19;11400,00;7588,08
2023-01-04;30;1;1;750,00;11;8250,00;5380,97
2023-01-04;30;2;1;750,00;18;13500,00;9013,09
2023-01-04;30;3;1;750,00;19;14250,00;9397,61
2023-01-05;1;1;1;5800,00;11;63800,00;43290,87
2023-01-05;1;2;1;5800,00;6;34800,00;25836,50
2023-01-05;1;3;1;5800,00;6;34800,00;23277,79
2023-01-05;2;1;1;4700,00;5;23500,00;15834,71
2023-01-05;2;2;1;4700,00;19;89300,00;54467,23
2023-01-05;2;3;1;4700,00;7;32900,00;24576,46
2023-01-05;3;1;1;3800,00;9;34200,00;22302,23
2023-01-05;3;2;1;3800,00;21;79800,00;55461,81
2023-01-05;3;3;1;3800,00;16;60800,00;39595,06
2023-01-05;4;1;1;1900,00;19;36100,00;22357,88
2023-01-05;4;2;1;1900,00;13;24700,00;16986,56
2023-01-05;4;3;1;1900,00;12;22800,00;14154,79
2023-01-05;5;1;1;1400,00;12;16800,00;10533,77
2023-01-05;5;2;1;1400,00;9;12600,00;8213,31
2023-01-05;5;3;1;1400,00;5;7000,00;5118,03
2023-01-05;6;1;1;3200,00;15;48000,00;33606,42
2023-01-05;6;2;1;3200,00;7;22400,00;15462,50
2023-01-05;6;3;1;3200,00;5;16000,00;9698,08
2023-01-05;7;1;1;1700,00;9;15300,00;9971,96
2023-01-05;7;2;1;1700,00;16;27200,00;17042,20
2023-01-05;7;3;1;1700,00;7;11900,00;8119,46
2023-01-05;8;1;1;6200,00;9;55800,00;37336,72
2023-01-05;8;2;1;6200,00;16;99200,00;72825,95
2023-01-05;8;3;1;6200,00;4;24800,00;16752,71
2023-01-05;9;1;1;9500,00;6;57000,00;36949,53
2023-01-05;9;2;1;9500,00;3;28500,00;20517,48
2023-01-05;9;3;1;9500,00;1;9500,00;6680,09
2023-01-05;10;1;1;7200,00;7;50400,00;31426,75
2023-01-05;10;2;1;7200,00;7;50400,00;30259,62
2023-01-05;10;3;1;7200,00;4;28800,00;20762,79
2023-01-05;11;1;1;4000,00;2;8000,00;5516,73
2023-01-05;11;2;1;4000,00;6;24000,00;15153,66
2023-01-05;11;3;1;4000,00;6;24000,00;17726,55
2023-01-05;12;1;1;3000,00;7;21000,00;14547,50
2023-01-05;12;2;1;3000,00;9;27000,00;18351,63
2023-01-05;12;3;1;3000,00;2;6000,00;4272,72
2023-01-05;13;1;1;3400,00;7;23800,00;14807,43
2023-01-05;13;2;1;3400,00;4;13600,00;9615,23
2023-01-05;13;3;1;3400,00;6;20400,00;14823,99
2023-01-05;14;1;1;3500,00;4;14000,00;9517,44
2023-01-05;14;2;1;3500,00;7;24500,00;17887,02
2023-01-05;14;3;1;3500,00;5;17500,00;11898,12
2023-01-05;15;1;1;7800,00;8;62400,00;38421,58
2023-01-05;15;2;1;7800,00;9;70200,00;46092,80
2023-01-05;15;3;1;7800,00;2;15600,00;10679,68
2023-01-05;16;1;1;4200,00;1;4200,00;2653,21
2023-01-05;16;2;1;4200,00;2;8400,00;5714,52
2023-01-05;16;3;1;4200,00;0;0,00;0,00
2023-01-05;17;1;1;6200,00;4;24800,00;16643,17
2023-01-05;17;2;1;6200,00;2;12400,00;8907,86
2023-01-05;17;3;1;6200,00;4;24800,00;16664,05
2023-01-05;18;1;1;5500,00;4;22000,00;14972,45
2023-01-05;18;2;1;5500,00;2;11000,00;7520,27
2023-01-05;18;3;1;5500,00;0;0,00;0,00
2023-01-05;19;1;1;1800,00;2;3600,00;2313,24
2023-01-05;19;2;1;1800,00;4;7200,00;5017,59
2023-01-05;19;3;1;1800,00;1;1800,00;1145,98
2023-01-05;20;1;1;3000,00;3;9000,00;6731,80
2023-01-05;20;2;1;3000,00;6;18000,00;13320,97
2023-01-05;20;3;1;3000,00;4;12000,00;7383,21
2023-01-05;21;1;1;1900,00;15;28500,00;18661,90
2023-01-05;21;2;1;1900,00;30;57000,00;35573,83
2023-01-05;21;3;1;1900,00;16;30400,00;18640,77
2023-01-05;22;1;1;2200,00;39;85800,00;53711,32
2023-01-05;22;2;1;2200,00;38;83600,00;60722,62
2023-01-05;22;3;1;2200,00;9;19800,00;13437,80
2023-01-05;23;1;1;450,00;17;7650,00;5389,76
2023-01-05;23;2;1;450,00;39;17550,00;10824,94
2023-01-05;23;3;1;450,00;8;3600,00;2471,04
2023-01-05;24;1;1;850,00;20;17000,00;12407,04
2023-01-05;24;2;1;850,00;18;15300,00;11417,78
2023-01-05;24;3;1;850,00;31;26350,00;16485,43
2023-01-05;25;1;1;1100,00;28;30800,00;22272,38
2023-01-05;25;2;1;1100,00;13;14300,00;9774,26
2023-01-05;25;3;1;1100,00;13;14300,00;9602,35
2023-01-05;26;1;1;4500,00;7;31500,00;22535,85
2023-01-05;26;2;1;4500,00;9;40500,00;30180,56
2023-01-05;26;3;1;4500,00;4;18000,00;11948,68
2023-01-05;27;1;1;2300,00;3;6900,00;4902,02
2023-01-05;27;2;1;2300,00;7;16100,00;9937,33
2023-01-05;27;3;1;2300,00;3;6900,00;4934,65
2023-01-05;28;1;1;1500,00;8;12000,00;8246,23
2023-01-05;28;2;1;1500,00;6;9000,00;6658,22
2023-01-05;28;3;1;1500,00;5;7500,00;5099,16
2023-01-05;29;1;1;600,00;10;6000,00;3932,31
2023-01-05;29;2;1;600,00;22;13200,00;9006,23
2023-01-05;29;3;1;600,00;15;9000,00;6736,45
2023-01-05;30;1;1;750,00;22;16500,00;11594,31
2023-01-05;30;2;1;750,00;34;25500,00;16274,00
2023-01-05;30;3;1;750,00;11;8250,00;4953,35
2023-01-06;1;1;1;5800,00;13;75400,00;51976,67
2023-01-06;1;2;1;5800,00;14;81200,00;56102,32
2023-01-06;1;3;1;5800,00;5;29000,00;18917,58
2023-01-06;2;1;1;4700,00;5;23500,00;17098,81
2023-01-06;2;2;1;4700,00;19;89300,00;66506,54
2023-01-06;2;3;1;4700,00;14;65800,00;48688,10
2023-01-06;3;1;1;3800,00;15;57000,00;42222,81
2023-01-06;3;2;1;3800,00;19;72200,00;47427,05
2023-01-06;3;3;1;3800,00;4;15200,00;10809,76
2023-01-06;4;1;1;1900,00;10;19000,00;11537,07
2023-01-06;4;2;1;1900,00;20;38000,00;23596,70
2023-01-06;4;3;1;1900,00;10;19000,00;13538,93
2023-01-06;5;1;1;1400,00;16;22400,00;13989,88
2023-01-06;5;2;1;1400,00;10;14000,00;8791,45
2023-01-06;5;3;1;1400,00;5;7000,00;4898,46
2023-01-06;6;1;1;3200,00;14;44800,00;32980,86
